"sujet";"categorie";"motif"
Réclamation;REC-FACTURATION POSTPAYE / FACTURE;REC-FAC-POS-/-FAC-RECONDUCTION A TORT
Réclamation;REC-FACTURATION POSTPAYE / FACTURE;REC-FAC-POS-/-FAC-RECONDUCTION A TORT
Réclamation;REC-FACTURATION POSTPAYE / FACTURE;REC-FAC-POS-/-FAC-RECONDUCTION TARDIVE
Réclamation;REC-FACTURATION POSTPAYE / FACTURE;REC-FAC-POS-/-FAC-REGROUPEMENT FACTURE
Réclamation;REC-FACTURATION POSTPAYE / FACTURE;REC-FAC-POS-/-FAC-REPORT FORFAIT NON PRIS EN COMPTE
Réclamation;REC-FACTURATION POSTPAYE / FACTURE;REC-FAC-POS-/-FAC-RETARD DE REMBOURSEMENT 
Réclamation;REC-FACTURATION POSTPAYE / FACTURE;REC-FAC-POS-/-FAC-RETARD DE REMBOURSEMENT 
Réclamation;REC-FACTURATION POSTPAYE / FACTURE;REC-FAC-POS-/-FAC-RETARD DE REMBOURSEMENT -
Réclamation;REC-FACTURATION POSTPAYE / FACTURE;REC-FAC-POS-/-FAC-RETARD RETABLISSEMENT
Réclamation;REC-FACTURATION POSTPAYE / FACTURE;REC-FAC-POS-/-FAC-ROAMING
Réclamation;REC-FACTURATION POSTPAYE / FACTURE;REC-FAC-POS-/-FAC-SERVICE ACTIVE A TORT
Réclamation;REC-FACTURATION POSTPAYE / FACTURE;REC-FAC-POS-/-FAC-SERVICES LISTE ROUGE, DALAL TONES ETC
Réclamation;REC-FACTURATION POSTPAYE / FACTURE;REC-FAC-POS-/-FAC-SERVICES LISTE ROUGE, DALAL TONES ETC
Réclamation;REC-FACTURATION POSTPAYE / FACTURE;REC-FAC-POS-/-FAC-SURFACTURATION SERVICE
Réclamation;REC-FACTURATION POSTPAYE / FACTURE;REC-FAC-POS-/-FAC-SUSPENSION  MOTIF VOYAGE NON  EFFECTUÉE
Réclamation;REC-FACTURATION POSTPAYE / FACTURE;REC-FAC-POS-/-FAC-TARIFICATION PROMOTION NON CONFORME
Réclamation;REC-FACTURATION POSTPAYE / FACTURE;REC-FAC-POS-/-FAC-TVA, RUTEL
Réclamation;REC-FACTURATION POSTPAYE / FACTURE;REC-REC-SUR-FAC-CONTESTATION FACTURATION CANAL
Réclamation;REC-FACTURATION POSTPAYE / FACTURE;REC-REC-SUR-FAC-CONTESTATION FACTURATION CANAL
Réclamation;REC-FACTURATION POSTPAYE / FACTURE;REC-REC-SUR-FAC-CONTESTATION FACTURATION PERIODE DE TRANSFERT
Réclamation;REC-FACTURATION POSTPAYE / FACTURE;REC-REC-SUR-FAC-CONTESTATION FACTURATION PERIODE DE TRANSFERT
Réclamation;REC-FACTURATION POSTPAYE / FACTURE;REC-REC-SUR-FAC-CONTESTATION FACTURATION VOD A TORT
Réclamation;REC-FACTURATION POSTPAYE / FACTURE;REC-REC-SUR-FAC-CONTESTATION FACTURATION VOD A TORT
Réclamation;REC-FACTURATION POSTPAYE / FACTURE;REC-REC-SUR-FAC-CONTESTATION FACTURE FORCEE A TORT
Réclamation;REC-FACTURATION POSTPAYE / FACTURE;REC-REC-SUR-FAC-CONTESTATION FACTURE FORCEE A TORT
Réclamation;REC-FACTURATION POSTPAYE / FACTURE;REC-REC-SUR-FAC-CONTESTATION FACTURE SUITE DERANGEMENT
Réclamation;REC-FACTURATION POSTPAYE / FACTURE;REC-REC-SUR-FAC-CONTESTATION FACTURE SUITE DERANGEMENT
Réclamation;REC-FACTURATION POSTPAYE / FACTURE;REC-REC-SUR-FAC-CONTESTATION FACTURE SUITE INCIDENT
Réclamation;REC-FACTURATION POSTPAYE / FACTURE;REC-REC-SUR-FAC-CONTESTATION FACTURE SUITE INCIDENT
Réclamation;REC-FACTURATION POSTPAYE / FACTURE;REC-REC-SUR-FAC-CONTESTATION FACTURE-DOUBLE FACTURATION
Réclamation;REC-FACTURATION POSTPAYE / FACTURE;REC-REC-SUR-FAC-CONTESTATION FACTURE-DOUBLE FACTURATION
Réclamation;REC-FACTURATION POSTPAYE / FACTURE;REC-REC-SUR-FAC-CONTESTATION FACTURE-MISE EN SERVICE SANS INSTALLATION
Réclamation;REC-FACTURATION POSTPAYE / FACTURE;REC-REC-SUR-FAC-CONTESTATION FACTURE-MISE EN SERVICE SANS INSTALLATION
Réclamation;REC-FACTURATION POSTPAYE / FACTURE;REC-REC-SUR-FAC-CONTESTATION FACTURE-PROMO NON APPLIQUEE
Réclamation;REC-FACTURATION POSTPAYE / FACTURE;REC-REC-SUR-FAC-CONTESTATION FACTURE-PROMO NON APPLIQUEE
Réclamation;REC-FACTURATION POSTPAYE / FACTURE;REC-REC-SUR-FAC-CONTESTATION FACTURE-SERVICE FACTURE A TORT
Réclamation;REC-FACTURATION POSTPAYE / FACTURE;REC-REC-SUR-FAC-CONTESTATION FACTURE-SERVICE FACTURE A TORT
Réclamation;REC-FACTURATION POSTPAYE / FACTURE;REC-REC-SUR-FAC-CONTESTATION FACTURE-SUSPENSION NON PRISE EN COMPTE
Réclamation;REC-FACTURATION POSTPAYE / FACTURE;REC-REC-SUR-FAC-CONTESTATION FACTURE-SUSPENSION NON PRISE EN COMPTE
Réclamation;REC-FACTURATION POSTPAYE / FACTURE;REC-REC-SUR-FAC-DEMANDE REDUCTION FACTURE DERANGEMENT
Réclamation;REC-FACTURATION POSTPAYE / FACTURE;TEST-ISGRC-MOTIF DE TEST 2
Réclamation;REC-FACTURATION POSTPAYE / FACTURE;TEST-ISGRC-MOTIF DE TEST 3
Réclamation;REC-FACTURATION PREPAYE/HYBRIDE;REC-FAC-PRE-CONTESTATION FACTURATION APPEL
Réclamation;REC-FACTURATION PREPAYE/HYBRIDE;REC-FAC-PRE-CONTESTATION FACTURATION FORFAIT
Réclamation;REC-FACTURATION PREPAYE/HYBRIDE;REC-FAC-PRE-CONTESTATION FACTURATION INTERNET
Réclamation;REC-FACTURATION PREPAYE/HYBRIDE;REC-FAC-PRE-CONTESTATION FACTURATION SMS
Réclamation;REC-FACTURATION PREPAYE/HYBRIDE;REC-FAC-PRE-FORFAIT BLOQUE BUNDLE NON  POSITIONNE
Réclamation;REC-FACTURATION PREPAYE/HYBRIDE;REC-FAC-PRE-FORFAIT BLOQUE BUNDLE NON  POSITIONNE
Réclamation;REC-FACTURATION PREPAYE/HYBRIDE;REC-FAC-PRE-FORFAIT BLOQUE DATA NON  POSITIONNE
Réclamation;REC-FACTURATION PREPAYE/HYBRIDE;REC-FAC-PRE-FORFAIT BLOQUE DATA NON  POSITIONNE
Réclamation;REC-FACTURATION PREPAYE/HYBRIDE;REC-FAC-PRE-FORFAIT BLOQUE VOIX NON  POSITIONNE
Réclamation;REC-FACTURATION PREPAYE/HYBRIDE;REC-FAC-PRE-FORFAIT BLOQUE VOIX NON  POSITIONNE
Réclamation;REC-FACTURATION PREPAYE/HYBRIDE;REC-FAC-PRE-REDUCTION NON APPLIQUEE
Réclamation;REC-FACTURATION SEDDO;REC-FAC-SED-DEMANDE REMBOURSEMENT PERTE CREDIT SEDDO
Réclamation;REC-FACTURATION SEDDO;REC-FAC-SED-ECHEC TRANSACTION DEMANDE DE SOLDE
Réclamation;REC-FACTURATION SEDDO;REC-FAC-SED-SUSPENSION A TORT SEDDO
Réclamation;REC-FACTURATION TERMINAL;REC-FAC-TER-CONTESTATION FACTURATION APPAREIL
Réclamation;REC-FACTURATION TERMINAL;REC-FAC-TER-REMISE NON APPLIQUEE
Réclamation;REC-FORMATION;REC-FOR-FORMATION
Réclamation;REC-GES-DE-COM;REC-GES-DE-COM-DEMANDE CLIENT-SUSPENSION COMPTE
Réclamation;REC-GES-DE-COM;REC-GES-DE-COM-DEPLAFONNEMENT
Réclamation;REC-GES-DE-COM;REC-GES-DE-COM-ERREUR MANIP CODE SECRET-COMPTE BLOQUE
Réclamation;REC-GES-DE-COM;REC-GES-DE-COM-NOTIFICATION NON RECUE
Réclamation;REC-GES-DE-COM;REC-GES-DE-COM-RETABLISSEMENT DE COMPTE
Réclamation;REC-GES-DE-COM;REC-GEST-ANOMALIE BOITE VOCAL
Réclamation;REC-GES-DE-COM;REC-GEST-ANOMALIE BOITE VOCAL
Réclamation;REC-GESTION DES APPELS CLIENT;REC-GES-DES-APP-CLI-INFORMATIONS FOURNIES AU CLIENT
Réclamation;REC-GESTION DES APPELS CLIENT;REC-GES-DES-APP-CLI-PRECISION DU TRANSFERT EN BACK OFFICE
Réclamation;REC-GESTION DES APPELS CLIENT;REC-GES-DES-APP-CLI-PROCEDURES DE TRAITEMENT
Réclamation;REC-GESTION DES APPELS CLIENT;REC-GES-DES-APP-CLI-SATISFACTION DU CLIENT
Réclamation;REC-GESTION DES APPELS CLIENT;REC-GES-DES-APP-CLI-TRACAGE ET CODIFICATION DES INTERACTIONS DANS LE SI
Réclamation;REC-Installation;REC-APP-ECHEC INSTALLATION
Réclamation;REC-Installation;REC-APP-ECHEC INSTALLATION
Réclamation;REC-Installation;REC-APP-ECHEC TELECHARGEMENT
Réclamation;REC-Installation;REC-APP-ECHEC TELECHARGEMENT
Réclamation;REC-Installation;REC-Ins-TEST D'ACCEPTANCE
Réclamation;REC-Installation;REC-Ins-TRAVAUX INACHEVÉS (DOMICILE)
Réclamation;REC-Installation;REC-Ins-ZONE NON ELLIGIBLE
Réclamation;RECLA-INF-DEMANDE D RECLA-INFORMATION;REC-INF-PERTE DE CREDIT RECHARGEMENT/SOUSCRIPTION
Réclamation;RECLA-INF-DEMANDE D RECLA-INFORMATION;REC-INF-PERTE DE CREDIT RECHARGEMENT/SOUSCRIPTION
Réclamation;RECLA-INF-DEMANDE D RECLA-INFORMATION;RECLA-INF-LIVRAISON NON CONFORME
Réclamation;RECLA-INF-DEMANDE D RECLA-INFORMATION;RECLA-INF-LIVRAISON NON CONFORME
Réclamation;RECLA-INF-DEMANDE D RECLA-INFORMATION;RECLA-INF-RETARD LIVRAISON
Réclamation;RECLA-INF-DEMANDE D RECLA-INFORMATION;RECLA-INF-RETARD LIVRAISON
Réclamation;RECLA-INF-MONEY PAIEMENT MARCHAND;RECLA-INF-MON-PAI-MAR-DOUBLE  PAIEMENT
Réclamation;RECLA-INF-MONEY PAIEMENT MARCHAND;RECLA-INF-MON-PAI-MAR-DOUBLE  PAIEMENT
Réclamation;RECLA-INF-MONEY PAIEMENT MARCHAND;RECLA-INF-MON-PAI-MAR-ECHEC DE PAIEMENT_CAUSE PLAFONNEMENT
Réclamation;RECLA-INF-MONEY PAIEMENT MARCHAND;RECLA-INF-MON-PAI-MAR-ECHEC DE PAIEMENT_CAUSE PLAFONNEMENT
Réclamation;RECLA-INF-MONEY PAIEMENT MARCHAND;RECLA-INF-MON-PAI-MAR-ECHEC TRANSACTION
Réclamation;RECLA-INF-MONEY PAIEMENT MARCHAND;RECLA-INF-MON-PAI-MAR-ECHEC TRANSACTION
Réclamation;RECLA-INF-MONEY PAIEMENT MARCHAND;RECLA-INF-MON-PAI-MAR-ERREUR DE TRANSACTION_MONTANT SAISI ERRONE
Réclamation;RECLA-INF-MONEY PAIEMENT MARCHAND;RECLA-INF-MON-PAI-MAR-ERREUR DE TRANSACTION_NUMERO ou CODE MARCHAND ERRONNE
Réclamation;RECLA-INF-MONEY PAIEMENT MARCHAND;RECLA-INF-MON-PAI-MAR-ERREUR DE TRANSACTION_NUMERO ou CODE MARCHAND ERRONNE
Réclamation;RECLA-INF-MONEY PAIEMENT MARCHAND;RECLA-INF-MON-PAI-MAR-INSCRIPTION NON PRIS EN COMPTE _CAMPUSEN
Réclamation;RECLA-INF-MONEY PAIEMENT MARCHAND;RECLA-INF-MON-PAI-MAR-INSCRIPTION NON PRIS EN COMPTE _CAMPUSEN
Réclamation;RECLA-INF-MONEY PAIEMENT MARCHAND;RECLA-INF-MON-PAI-MAR-INSCRIPTION NON PRIS EN COMPTE _DGES
Réclamation;RECLA-INF-MONEY PAIEMENT MARCHAND;RECLA-INF-MON-PAI-MAR-INSCRIPTION NON PRIS EN COMPTE _DGES
Réclamation;RECLA-INF-MONEY PAIEMENT MARCHAND;RECLA-INF-MON-PAI-MAR-INSCRIPTION NON PRIS EN COMPTE _ETTICA
Réclamation;RECLA-INF-MONEY PAIEMENT MARCHAND;RECLA-INF-MON-PAI-MAR-INSCRIPTION NON PRIS EN COMPTE _ETTICA
Réclamation;RECLA-INF-MONEY PAIEMENT MARCHAND;RECLA-INF-MON-PAI-MAR-INSCRIPTION NON PRIS EN COMPTE _SUPDECO
Réclamation;RECLA-INF-MONEY PAIEMENT MARCHAND;RECLA-INF-MON-PAI-MAR-INSCRIPTION NON PRIS EN COMPTE _SUPDECO
Réclamation;RECLA-INF-MONEY PAIEMENT MARCHAND;RECLA-INF-MON-PAI-MAR-NOTIFICATION NON RECUE
Réclamation;RECLA-INF-MONEY PAIEMENT MARCHAND;RECLA-INF-MON-PAI-MAR-NOTIFICATION NON RECUE
Réclamation;RECLA-INF-MONEY PAIEMENT MARCHAND;REC-MON-PAI-ECHEC ANNULATION TRANSACTION
Réclamation;RECLA-INF-MONEY PAIEMENT MARCHAND;REC-MON-PAI-ECHEC ANNULATION TRANSACTION
Réclamation;RECLA-INF-MONEY PAIEMENT MARCHAND;REC-MON-PAI-MAR-ECHEC TRANSACTION
Réclamation;RECLA-INF-MONEY PAIEMENT MARCHAND;REC-MON-PAI-MAR-ERREUR DE TRANSACTION_MONTANT SAISI ERRONE
Réclamation;RECLA-INF-MONEY PAIEMENT MARCHAND;REC-MON-PAI-MAR-INSCRIPTION NON PRIS EN COMPTE _DGES
Réclamation;RECLA-INF-MONEY PAIEMENT MARCHAND;REC-MON-PAI-MAR-INSCRIPTION NON PRIS EN COMPTE _SUPDECO
Réclamation;RECLA-INF-MONEY PAIEMENT MARCHAND;REC-MON-PAI-QR CODE NON FONCTIONNEL BADGE OU STICKER
Réclamation;RECLA-INF-MONEY PAIEMENT MARCHAND;REC-MON-PAI-QR CODE NON FONCTIONNEL BADGE OU STICKER
Réclamation;RECLA-INF-MONEY PAIEMENT MARCHAND;REC-MON-PAI-RETARD ACTIVATION
Réclamation;RECLA-INF-MONEY PAIEMENT MARCHAND;REC-MON-PAI-RETARD ACTIVATION
Réclamation;RECLA-INF-MONEY PAIEMENT MARCHAND;REC-MON-PAI-TRANSACTION ANNULEE FOND NON RECU
Réclamation;RECLA-INF-MONEY PAIEMENT MARCHAND;REC-MON-PAI-TRANSACTION ANNULEE FOND NON RECU
Réclamation;RECLA-INF-MONEY RETRAIT;RECLA-INF-MON-RET-ECHEC TRANSACTION
Réclamation;RECLA-INF-MONEY RETRAIT;RECLA-INF-MON-RET-ECHEC TRANSACTION
Réclamation;RECLA-INF-MONEY RETRAIT;RECLA-INF-MON-RET-ECHEC TRANSACTION GAMER OM
Réclamation;RECLA-INF-MONEY RETRAIT;RECLA-INF-MON-RET-ECHEC TRANSACTION GAMER OM
Réclamation;RECLA-INF-MONEY RETRAIT;RECLA-INF-MON-RET-ERREUR DE TRANSACTION
Réclamation;RECLA-INF-MONEY RETRAIT;RECLA-INF-MON-RET-LEVEE BLOCAGE TRANSACTION GAMER OM
Réclamation;RECLA-INF-MONEY RETRAIT;RECLA-INF-MON-RET-LEVEE BLOCAGE TRANSACTION GAMER OM
Réclamation;RECLA-INF-MONEY TRANSFERT;REC-INF-MON-TRA-ERREUR DE TRANSACTION SEDDO C2S
Réclamation;RECLA-INF-MONEY TRANSFERT;RECLA-INF-MON-TRA-ECHEC TRANSACTION
Réclamation;RECLA-INF-MONEY TRANSFERT;RECLA-INF-MON-TRA-ECHEC TRANSACTION
Réclamation;RECLA-INF-MONEY TRANSFERT;RECLA-INF-MON-TRA-ECHEC TRANSFERT_CAUSE PLAFONNEMENT
Réclamation;RECLA-INF-MONEY TRANSFERT;RECLA-INF-MON-TRA-ECHEC TRANSFERT_CAUSE PLAFONNEMENT
Réclamation;RECLA-INF-MONEY TRANSFERT;RECLA-INF-MON-TRA-ERREUR DE TRANSACTION  INTERNATIONAL_NUMERO ERRONE
Réclamation;RECLA-INF-MONEY TRANSFERT;RECLA-INF-MON-TRA-ERREUR DE TRANSACTION TAC_ERREUR SUR NOM OU PRENOM
Réclamation;RECLA-INF-MONEY TRANSFERT;RECLA-INF-MON-TRA-ERREUR DE TRANSACTION_MONTANT SAISI ERRONE
Réclamation;RECLA-INF-MONEY TRANSFERT;RECLA-INF-MON-TRA-ERREUR DE TRANSACTION_NUMERO SAISI ERRONE
Réclamation;RECLAMATION CAMPAGNE RETENTION;REC-CAM-RET- SUSPENSION TEMPORAIRE NON PRISE EN COMPTE
Réclamation;RECLAMATION CAMPAGNE RETENTION;REC-CAM-RET-CONTESTATION DE LIGNE
Réclamation;RECLAMATION CAMPAGNE RETENTION;REC-CAM-RET-CONTESTATION MONTANT DE LA FACTURE
Réclamation;RECLAMATION CAMPAGNE RETENTION;REC-CAM-RET-RÉSILIATION A TORT MOBILE
Réclamation;RECLAMATION CAMPAGNE RETENTION;REC-CAM-RET-RETARD DEMANDE RETABLISSEMENT SUITE SUSPENSION SUR DEMANDE
Réclamation;RECLAMATION CAMPAGNE RETENTION;REC-CAM-RET-RETARD DEMANDE SUSPENSION SUITE TRANSFERT
Réclamation;RECLAMATION CAMPAGNE RETENTION;REC-CAM-RET-SERVICE ACTIVE A TORT
Réclamation;RECLAMATION CAMPAGNE RETENTION;REC-CAM-RET-SUSPENSION A TORT
Réclamation;RECLAMATION CAMPAGNE RETENTION;REC-CAM-RET-SUSPENSION SUR DEMANDE NON EFFECTIVE
Réclamation;RECLAMATION_ORANGE ENERGIE;REC_NON RECEPTION SMS SUITE RECHARGEMENT_ORANGE ENERGIE
Réclamation;RECLAMATION_ORANGE ENERGIE;REC-ACCESSOIRES NON COMMANDES_ORANGE ENERGIE
Réclamation;RECLAMATION_ORANGE ENERGIE;REC-ACCESSOIRES NON COMMANDES_ORANGE ENERGIE
Réclamation;RECLAMATION_ORANGE ENERGIE;REC-AUTONOMIE TORCHE FAIBLE_ORANGE ENERGIE
Réclamation;RECLAMATION_ORANGE ENERGIE;REC-BATTERIE DECHARGE TROP VITE_ORANGE ENERGIE
Réclamation;RECLAMATION_ORANGE ENERGIE;REC-BATTERIE DESACTIVEE_ORANGE ENERGIE
Réclamation;RECLAMATION_ORANGE ENERGIE;REC-BATTERIE NE CHARGE PAS LONGTEMPS_ORANGE ENERGIE
Réclamation;RECLAMATION_ORANGE ENERGIE;REC-BATTERIE NE CHARGE PAS_ORANGE ENERGIE
Réclamation;RECLAMATION_ORANGE ENERGIE;REC-BATTERIE NE S'ALLUME PAS_ORANGE ENERGIE
Réclamation;RECLAMATION_ORANGE ENERGIE;REC-CABLES DEFECTUEUX_ORANGE ENERGIE
Réclamation;RECLAMATION_ORANGE ENERGIE;REC-CABLES MAL ACCROCHES_ORANGE ENERGIE
Réclamation;RECLAMATION_ORANGE ENERGIE;REC-CABLES MAL ACCROCHES_ORANGE ENERGIE
Réclamation;RECLAMATION_ORANGE ENERGIE;REC-CABLES MAL ACCROCHES_ORANGE ENERGIE
Réclamation;RECLAMATION_ORANGE ENERGIE;REC-CHAINES NON DISPONIBLES_ORANGE ENERGIE
Réclamation;RECLAMATION_ORANGE ENERGIE;REC-DECLARATION PERTE MATERIEL  _ORANGE ENERGIE
Réclamation;RECLAMATION_ORANGE ENERGIE;REC-Dédommagement_ORANGE ENERGIE
Réclamation;RECLAMATION_ORANGE ENERGIE;REC-DEMANDE DE DEDOMAGEMENT_ORANGE ENERGIE
Réclamation;RECLAMATION_ORANGE ENERGIE;REC-Demande de dédommagement_ORANGE ENERGIE
Réclamation;RECLAMATION_ORANGE ENERGIE;REC-DEMANDE GESTE COMMERCIAL_ORANGE ENERGIE
Réclamation;RECLAMATION_ORANGE ENERGIE;REC-ECRAN TV CASSE_ORANGE ENERGIE
Réclamation;RECLAMATION_ORANGE ENERGIE;REC-IMAGES SANS SON_ORANGE ENERGIE
Réclamation;RECLAMATION_ORANGE ENERGIE;REC-INSTALLATION NON ESTHETIQUE _ORANGE ENERGIE
Réclamation;RECLAMATION_ORANGE ENERGIE;REC-INSTALLATION NON ESTHETIQUE _ORANGE ENERGIE
Réclamation;RECLAMATION_ORANGE ENERGIE;REC-INSTALLATION NON SECURISEE_ORANGE ENERGIE
Réclamation;RECLAMATION_ORANGE ENERGIE;REC-LAMPE NE S'ALLUME PAS_ORANGE ENERGIE
Réclamation;RECLAMATION_ORANGE ENERGIE;REC-LUMINOSITE LAMPES  FAIBLE_ORANGE ENERGIE
Réclamation;RECLAMATION_ORANGE ENERGIE;REC-LUMINOSITE TORCHE FAIBLE_ORANGE ENERGIE
Réclamation;RECLAMATION_ORANGE ENERGIE;REC-NON RECEPTION DU CONTRAT_ORANGE ENERGIE
Réclamation;RECLAMATION_ORANGE ENERGIE;REC-NON RECEPTION DU CONTRAT_ORANGE ENERGIE
Réclamation;RECLAMATION_ORANGE ENERGIE;REC-PANNEAU DEFECTUEUX_ORANGE ENERGIE
Réclamation;RECLAMATION_ORANGE ENERGIE;REC-PANNEAU NE CHARGE PAS_ORANGE ENERGIE
Réclamation;RECLAMATION_ORANGE ENERGIE;REC-PANNEAU SOLAIRE MAL ACCROCHE_ORANGE ENERGIE
Réclamation;RECLAMATION_ORANGE ENERGIE;REC-PANNEAU SOLAIRE MAL ACCROCHE_ORANGE ENERGIE
Réclamation;RECLAMATION_ORANGE ENERGIE;REC-Port (s) USB batterie HS_ORANGE ENERGIE
Réclamation;RECLAMATION_ORANGE ENERGIE;REC-Port USB batterie HS_ORANGE ENERGIE
Réclamation;RECLAMATION_ORANGE ENERGIE;REC-RADIO NE CHARGE PAS/S'ALLUME PAS_ORANGE ENERGIE
Réclamation;RECLAMATION_ORANGE ENERGIE;REC-RADIO NE PRODUIT PAS DE SON_ORANGE ENERGIE
Réclamation;RECLAMATION_ORANGE ENERGIE;REC-RADIO NE RECOIT PAS DE CHAINES_ORANGE ENERGIE
Réclamation;RECLAMATION_ORANGE ENERGIE;REC-RADIO/PB LECTURE CARTE/CLEF_ORANGE ENERGIE
Réclamation;RECLAMATION_ORANGE ENERGIE;REC-SON SANS IMAGES_ORANGE ENERGIE
Réclamation;RECLAMATION_ORANGE ENERGIE;REC-SOUCI CHARGEMENT DES TELEPHONES_ORANGE ENERGIE
Réclamation;RECLAMATION_ORANGE ENERGIE;REC-SUI-BOUCLAGE INTERVENTION_ORANGE ENERGIE
Réclamation;RECLAMATION_ORANGE ENERGIE;REC-SUI-SUIVI DOSSIER_ORANGE ENERGIE
Réclamation;RECLAMATION_ORANGE ENERGIE;REC-TELE NE S'ALLUME PAS_ORANGE ENERGIE
Réclamation;RECLAMATION_ORANGE ENERGIE;REC-Télécommande HS_ORANGE ENERGIE
Réclamation;RECLAMATION_ORANGE ENERGIE;REC-TORCHE NE S'ALLUME PAS_ORANGE ENERGIE
Réclamation;RECLAMATION_ORANGE ENERGIE;RES-REPOSSESSION INVOLONTAIRE _ORANGE ENERGIE
Réclamation;RECLAMATION-APPLICATION;REC-APP- ECHEC TELECHARGEMENT APPLICATION
Réclamation;RECLAMATION-APPLICATION;REC-APP-APPLICATION INDISPONIBLE
Réclamation;RECLAMATION-APPLICATION;REC-APP-CONTESTATION TARIFICATION
Réclamation;RECLAMATION-APPLICATION;REC-APP-DYSFONCTIONNEMENT SERVICE
Réclamation;RECLAMATION-APPLICATION;REC-APP-ECHEC ACCES APPLICATION
Réclamation;RECLAMATION-APPLICATION;REC-APP-ECHEC TELECHARGEMENT APPLICATION
Réclamation;RECLAMATION-ARNAQUE ;REC-ARN-ABSENCE PRISE EN CHARGE CAS D ARNAQUE
Réclamation;RECLAMATION-ARNAQUE ;REC-ARN-CONTESTATION PROCESS DE PRISE EN CHARGE
Réclamation;RECLAMATION-ARNAQUE ;REC-ARN-USU-ID-JEUX /PROMO
Réclamation;RECLAMATION-ARNAQUE ;REC-ARN-USU-ID-PAIMENT INTERNET
Réclamation;RECLAMATION-ARNAQUE ;REC-ARN-USU-ID-USURPATION IDENTITE FAUX RECOUVREMENT
Réclamation;RECLAMATION-ARNAQUE ;REC-SED-ABSENCE PRISE EN CHARGE CAS D ARNAQUE
Réclamation;RECLAMATION-ARNAQUE OM;REC-ARN-OM-ANNULATION TRANSACTION CASH IN (distri)
Réclamation;RECLAMATION-ARNAQUE OM;REC-ARN-OM-ANNULATION TRANSACTION P2P (entre client)
Réclamation;RECLAMATION-ARNAQUE OM;REC-ARN-OM-INSCRIPTION OM PAYANTE
Réclamation;RECLAMATION-ARNAQUE OM;REC-ARN-OM-SURFACTURATION AJOUTS FRAIS SUPPLEMENTAIRES SUR LES RETRAITS
Réclamation;RECLAMATION-ARNAQUE OM;REC-ARN-OM-SURFACTURATION DEMANDE DE COMMISSION SUR LES DEPOTS
Réclamation;RECLAMATION-ARNAQUE OM;REC-ARN-OM-USURPATION IDENTITE APPLICATION
Réclamation;RECLAMATION-ARNAQUE OM;REC-ARN-OM-USURPATION IDENTITE CODES COURTS P2P
Réclamation;RECLAMATION-ARNAQUE OM;REC-ARN-OM-USURPATION IDENTITE CODES COURTS TAC
Réclamation;RECLAMATION-ARNAQUE OM;REC-ARN-OM-USURPATION IDENTITE FAUX RECOUVREMENT
Réclamation;RECLAMATION-ARNAQUE OM;REC-ARN-OM-USURPATION IDENTITE INFORMATION COMPTE OM
Réclamation;RECLAMATION-ARNAQUE OM;REC-ARN-OM-USURPATION IDENTITE PAIMENT INTERNET
Réclamation;RECLAMATION-ARNAQUE OM;REC-ARN-OM-USURPATION IDENTITE VENTE PASS INTERNET
Réclamation;RECLAMATION-ARNAQUE OM;REC-ARN-OM-USURPATION IDENTITE-JEUX /PROMO
Réclamation;RECLAMATION-ARNAQUE OM;REC-ARN-OM-VOL UV- CASH OUT A DISTANCE
Réclamation;RECLAMATION-ARNAQUE OM;REC-ARN-OM-VOL UV ERREUR DEPOT SUIVI CASH OUT PAR LE RECEIVER
Réclamation;RECLAMATION-ARNAQUE OM;REC-ARN-OM-VOL UV-CONNAISSANCE DU CODE SECRET
Réclamation;RECLAMATION-ARNAQUE SEDDO;REC-ARN-SED-DEMANDE PRISE EN CHARGE ARNAQUE
Réclamation;RECLAMATION-COMMANDE CLIENT;REC-COM-CLI-TÉLÉPHONE FIXE NON LIVRE
Réclamation;RECLAMATION-COMMANDE LIVRAISON;REC-COM- LIV-SUSPENSION NON EFFECTIVE
Réclamation;RECLAMATION-COMMANDE LIVRAISON;REC-COM-LIV- RETARD INSTALLATION TRANSFERT 
Réclamation;RECLAMATION-COMMANDE LIVRAISON;REC-COM-LIV-ARRET PACKAGE TVO 
Réclamation;RECLAMATION-COMMANDE LIVRAISON;REC-COM-LIV-ERREUR SAISIE SUR LA COMMANDE EN COURS 
Réclamation;RECLAMATION-COMMANDE LIVRAISON;REC-COM-LIV-OFFRE NON CONFORME
Réclamation;RECLAMATION-COMMANDE LIVRAISON;REC-COM-LIV-OFFRE NON CONFORME
Réclamation;RECLAMATION-COMMANDE LIVRAISON;REC-COM-LIV-RETARD INSTALLATION
Réclamation;RECLAMATION-COMMANDE LIVRAISON;REC-COM-LIV-RETARD INSTALLATION NOUVEL ABONNEMENT
Réclamation;RECLAMATION-CONSULTATION CREDIT;REC-CON-CRE-PERTE DE CREDIT SUITE REGULARISATION CMO
Réclamation;RECLAMATION-CREDIT;REC-CRE- ARRET CUMUL CREDIT MENSUEL
Réclamation;RECLAMATION-CREDIT;REC-CRE- ECHEC TRANSFERT CREDIT 
Réclamation;RECLAMATION-CREDIT;REC-CRE- RECHARGEMENT NON POSITIONNE
Réclamation;RECLAMATION-CREDIT;REC-CRE-BONUS NON POSITIONNE 
Réclamation;RECLAMATION-CREDIT;REC-CRE-BONUS NON RECU
