"sujet";"categorie";"motif"
Achat;ACHAT-INFORMATIONS_ORANGE ENERGIE;ACH-INF-RAPPEL SUITE APPEL MANQUE DU SRC_ORANGE ENERGIE
Achat;ACHAT-INFORMATIONS_ORANGE ENERGIE;ACH-INF-RAPPEL SUITE APPEL MANQUE DU SRC_ORANGE ENERGIE
Achat;ACHAT-INFORMATIONS_ORANGE ENERGIE;ACH-INF-REMERCIEMENTS_ORANGE ENERGIE
Achat;ACHAT-INFORMATIONS_ORANGE ENERGIE;ACH-INF-SUGGESTIONS_ORANGE ENERGIE
Achat;ACHAT-INFORMATIONS_ORANGE ENERGIE;ACH-INF-SUGGESTIONS_ORANGE ENERGIE
Achat;ACHAT-INFORMATIONS_ORANGE ENERGIE;ACH-INF-ZONES ELIGIBLES_ORANGE ENERGIE
Achat;ACHAT-INFORMATIONS_ORANGE ENERGIE;ASS-TEC-CABLES DEFECTUEUX_ORANGE ENERGIE
Achat;ACHAT-MSOM;ACH-MSOM-MANIFESTATION D'INTERET
Achat;ACHAT-OBA;ACH-OBA- INFORMATION SUR LA PENALITE DE RETARD
Achat;ACHAT-OBA;ACH-OBA-DEMANDE D'INFO ELIGIBILITE A UN PRÊT
Achat;ACHAT-OBA;ACH-OBA-DEMANDE D'INFO INSCRIPTION SERVICE POUR UN CLIENT FULL
Achat;ACHAT-OBA;ACH-OBA-DEMANDE D'INFO INSCRIPTION SERVICE POUR UN CLIENT LIGHT
Achat;ACHAT-OBA;ACH-OBA-DEMANDE D'INFORMATION SUR L'OFFRE
Achat;ACHAT-OM;ACH-COM-LIV- MIGRATION HORS DELAI
Achat;ACHAT-OM;ACH-COM-LIV- MIGRATION LIGNE NON EFFECTIVE
Achat;ACHAT-OM;ACH-COM-LIV- RETARD INSTALLATION LIGNE
Achat;ACHAT-OM;ACH-COM-LIV-ABSENCE SERVICES SUITE MIGRATION
Achat;ACHAT-OM;ACH-COM-LIV-AJOUT DE PRISE - MODIFICATION D'INSTALLATION DANS LES DELAIS
Achat;ACHAT-OM;ACH-COM-LIV-AJOUT DE PRISE - MODIFICATION D'INSTALLATION DELAIS DEPASSES
Achat;ACHAT-OM;ACH-COM-LIV-CA TARDIF
Achat;ACHAT-OM;ACH-COM-LIV-CESSION NON EFFECTIVE
Achat;ACHAT-OM;ACH-COM-LIV-CESSION NON EFFECTIVE DANS LES DELAIS
Achat;ACHAT-OM;ACH-COM-LIV-CHANGEMENT DE COMMANDE 
Achat;ACHAT-OM;ACH-COM-LIV-COMMANDE CLIENT NON PRISE EN COMPTE
Achat;ACHAT-OM;ACH-COM-LIV-COMMANDE CLIENT NON PRISE EN COMPTE
Achat;ACHAT-OM;ACH-COM-LIV-COMPTE INTERNET MAL CREE
Achat;ACHAT-OM;ACH-COM-LIV-COMPTE INTERNET MAL CREE
Achat;ACHAT-OM;ACH-COM-LIV-COMPTE INTERNET NON CREE
Achat;ACHAT-OM;ACH-COM-LIV-COMPTE INTERNET NON CREE
Achat;ACHAT-OM;ACH-COM-LIV-DEFAUT PROVISIONNING LIGNE
Achat;ACHAT-OM;ACH-COM-LIV-DEFAUT PROVISIONNING LIGNE
Achat;ACHAT-OM;ACH-COM-LIV-DENUMEROTATION EN COURS
Achat;ACHAT-OM;ACH-COM-LIV-DISQUE DUR NON LIVRE
Achat;ACHAT-OM;ACH-COM-LIV-DISQUE DUR NON LIVRE
Achat;ACHAT-OM;ACH-COM-LIV-DOSSIER CANAL NON CREE
Achat;ACHAT-OM;ACH-COM-LIV-ECHEC MIGRATION OFFRE
Achat;ACHAT-OM;ACH-COM-LIV-ERREUR SAISIE SUR LA COMMANDE EN COURS 
Achat;ACHAT-OM;ACH-COM-LIV-ETUDE DE FAISABILITE A FAIRE DANS LES DELAIS
Achat;ACHAT-OM;ACH-COM-LIV-ETUDE DE FAISABILITE A FAIRE DELAI DEPASSE
Achat;ACHAT-OM;ACH-COM-LIV-LIGNE MSV -COMPTE SMM A METTRE EN SERVICE 
Achat;ACHAT-OM;ACH-COM-LIV-LIGNE MSV -COMPTE SMM A METTRE EN SERVICE 
Achat;ACHAT-OM;ACH-COM-LIV-LIVRAISON  NON CONFORME - DÉJÀ MSV 
Achat;ACHAT-OM;ACH-COM-LIV-LIVRAISON  NON CONFORME - DÉJÀ MSV 
Achat;ACHAT-OM;ACH-COM-LIV-LIVRAISON NON CONFORME 
Achat;ACHAT-OM;ACH-COM-LIV-LIVRAISON NON CONFORME 
Achat;ACHAT-OM;ACH-COM-LIV-MIGRATION DANS LES DELAIS
Achat;ACHAT-OM;ACH-COM-LIV-MIGRATION DANS LES DELAIS
Achat;ACHAT-OM;ACH-COM-LIV-MIGRATION DELAIS  DANS LES DELAIS
Achat;ACHAT-OM;ACH-COM-LIV-MIGRATION DELAIS  DANS LES DELAIS
Achat;ACHAT-OM;ACH-COM-LIV-MIGRATION DELAIS DEPASSES
Achat;ACHAT-OM;ACH-COM-LIV-MIGRATION DELAIS DEPASSES
Achat;ACHAT-OM;ACH-COM-LIV-MISE EN SERVICE  FIBRE SANS INSTALLATION
Achat;ACHAT-OM;ACH-COM-LIV-MISE EN SERVICE CUIVRE SANS INSTALATION
Achat;ACHAT-OM;ACH-COM-LIV-MISE EN SERVICE CUIVRE SANS INSTALATION
Achat;ACHAT-OM;ACH-COM-LIV-MISE EN SERVICE SANS INSTALATION
Achat;ACHAT-OM;ACH-COM-LIV-MODEM NON LIVRE
Achat;ACHAT-OM;ACH-COM-LIV-MODEM NON LIVRE
Achat;ACHAT-OM;ACH-COM-LIV-NON RESPECT DELAI DE MIGRATION
Achat;ACHAT-OM;ACH-COM-LIV-NOUVEL ABONNE SANS RETOUR
Achat;ACHAT-OM;ACH-COM-LIV-NOUVEL ABONNEMENT LIGNE DELAIS DEPASSES
Achat;ACHAT-OM;ACH-COM-LIV-NOUVEL ABONNEMENT LIGNE DELAIS DEPASSES
Achat;ACHAT-OM;ACH-COM-LIVRAISON DESISTEMENT CLIENT
Achat;ACHAT-OM;ACH-COM-LIV-RECONDUCTION  TARDIVE 
Achat;ACHAT-OM;ACH-COM-LIV-RECONDUCTION NON EFFECTIVE
Achat;ACHAT-OM;ACH-COM-LIV-REIT-CARTE VIAC NON LIVREE
Achat;ACHAT-OM;ACH-COM-LIV-REIT-CESSION NON EFFECTIVE DANS LES DELAIS
Achat;ACHAT-OM;ACH-COM-LIV-REIT-CESSION NON EFFECTIVE DELAIS DEPASSES
Achat;ACHAT-OM;ACH-COM-LIV-REIT-COMPTE INTERNET MAL CREE
Achat;ACHAT-OM;ACH-COM-LIV-REIT-COMPTE INTERNET NON CREE
Achat;ACHAT-OM;ACH-COM-LIV-REIT-DECODEUR NON LIVRE
Achat;ACHAT-OM;ACH-COM-LIV-REIT-DEMANDE AJOUT-DEPLACEMENT DANS LES DELAIS
Achat;ACHAT-OM;ACH-COM-LIV-REIT-DEMANDE AJOUT-DEPLACEMENT DELAI DEPASSE
Achat;ACHAT-OM;ACH-COM-LIV-REIT-DOSSIER CANAL NON CREE
Achat;ACHAT-OM;ACH-COM-LIV-REIT-ERREUR SAISIE SUR LA COMMANDE EN COURS
Achat;ACHAT-OM;ACH-COM-LIV-REIT-LIGNE MSV -COMPTE SMM A METTRE EN SERVICE
Achat;ACHAT-OM;ACH-COM-LIV-REIT-LIVRAISON  NON CONFORME - DÉJÀ MSV
Achat;ACHAT-OM;ACH-COM-LIV-REIT-MISE EN SERVICE CUIVRE SANS INSTALLATION
Achat;ACHAT-OM;ACH-COM-LIV-REIT-MODEM NON LIVRE
Achat;ACHAT-OM;ACH-COM-LIV-REIT-NOUVEL ABONNEMENT LIGNE DELAIS DEPASSES
Achat;ACHAT-OM;ACH-COM-LIV-REIT-TÉLÉPHONE FIXE NON LIVRE
Achat;ACHAT-OM;ACH-COM-LIV-REIT-TVO NON INSTALLEE  DANS LES DELAIS
Achat;ACHAT-OM;ACH-COM-LIV-REIT-TVO NON INSTALLEE DELAIS DEPASSE
Achat;ACHAT-OM;ACH-COM-LIV-REIT-TVO NON INSTALLEE-DEMANDE VIAC EN COURS
Achat;ACHAT-OM;ACH-COM-LIV-Retard installation ligne Fixe +  tvo
Achat;ACHAT-OM;ACH-COM-LIV-Retard installation ligne Fixe + internet
Achat;ACHAT-OM;ACH-COM-LIV-TÉLÉPHONE FIXE NON LIVRE
Achat;ACHAT-OM;ACH-COM-LIV-TRANSFERT LIGNE NON INSTALLEE DELAI DEPASSE
Achat;ACHAT-OM;ACH-COM-LIV-TRANSFERT LIGNE NON INSTALLEE DELAIS DEPASSES
Achat;ACHAT-OM;ACH-COM-LIV-TVO NON INSTALLEE  DANS LES DELAIS
Achat;ACHAT-OM;ACH-COM-LIV-TVO NON INSTALLEE  DANS LES DELAIS
Achat;ACHAT-OM;ACH-COM-LIV-TVO NON INSTALLEE DANS LES DELAIS
Achat;ACHAT-OM;ACH-COM-LIV-TVO NON INSTALLEE DELAIS DEPASSE
Achat;ACHAT-OM;ACH-COM-LIV-TVO NON INSTALLEE DELAIS DEPASSE
Achat;ACHAT-OM;ACH-COM-LIV-TVO NON INSTALLEE-DEMANDE VIAC EN COURS
Achat;ACHAT-OM;ACH-COM-LIV-TVO NON INSTALLEE-DEMANDE VIAC EN COURS
Achat;ACHAT-OM;ACH-COM-LIV-TVO-CONFIG TVO OK - TVO A METTRE EN SERVICE
Achat;ACHAT-OM;ACH-OM-INFO OFFRE
Achat;ACHAT-OM;ACH-OM-MANIFESTATION D'INTERET
Achat;ACHAT-OM;ACH-OM-OFFRE
Achat;ACHAT-REBOND APPLICATION;ACHA-ORANE MONEY-ACCORD REBOND MAX IT
Achat;ACHAT-REBOND APPLICATION;ACHAT-REB-APP-ACCORD TELECHARGEMENT
Achat;ACHAT-REBOND APPLICATION;ACH-REB-APP-ACCORD TELECHARGEMENT
Achat;ACHAT-REBOND APPLICATION;ACH-REB-APP-ACCORD TELECHARGEMENT
Achat;ACHAT-REBOND APPLICATION;ACH-REB-APP-CLIENT DEJA DEMARCHE
Achat;ACHAT-REBOND APPLICATION;ACH-REB-APP-CLIENT DEJA DEMARCHE
Achat;ACHAT-REBOND APPLICATION;ACH-REB-APP-INTERET
Achat;ACHAT-REBOND APPLICATION;ACH-REB-APP-INTERET TELECHARGEMENT
Achat;ACHAT-REBOND APPLICATION;ACH-REB-APP-REFUS TELECHARGEMENT
Achat;ACHAT-REBOND APPLICATION;ACH-REB-APP-REFUS TELECHARGEMENT
Achat;ACHAT-REBOND EQUIPEMENT;ACH-REB-EQU-ACCORD
Achat;ACHAT-REBOND EQUIPEMENT;ACH-REB-EQU-ACCORD
Achat;ACHAT-REBOND EQUIPEMENT;ACH-REB-EQU-ACCORD
Achat;ACHAT-REBOND EQUIPEMENT;ACH-REB-EQU-CLIENT DÉJÀ DEMARCHE
Achat;ACHAT-REBOND EQUIPEMENT;ACH-REB-EQU-INTERET
Achat;ACHAT-REBOND EQUIPEMENT;ACH-REB-EQU-REFUS
Achat;ACHAT-REBOND EQUIPEMENT;ACH-REB-EQU-REFUS
Achat;ACHAT-REBOND FITV;ACH-REB-FITV ACCORD MIGRATION ADSL VERS ADSL
Achat;ACHAT-REBOND FITV;ACH-REB-FITV ACCORD MIGRATION ADSL VERS FIBRE
Achat;ACHAT-REBOND FITV;ACH-REB-FITV ACCORD MIGRATION FIBRE VERS FIBRE
Achat;ACHAT-REBOND FITV;ACH-REB-FITV ACCORD NOUVEL ABONNEMENT ADSL
Achat;ACHAT-REBOND FITV;ACH-REB-FITV ACCORD NOUVEL ABONNEMENT FIBRE
Achat;ACHAT-REBOND FITV;ACH-REB-FITV INTERET MIGRATION ADSL VERS ADSL
Achat;ACHAT-REBOND FITV;ACH-REB-FITV INTERET MIGRATION ADSL VERS FIBRE
Achat;ACHAT-REBOND FITV;ACH-REB-FITV INTERET MIGRATION FIBRE VERS FIBRE
Achat;ACHAT-REBOND FITV;ACH-REB-FITV INTERET NOUVEL ABONNEMENT ADSL
Achat;ACHAT-REBOND FITV;ACH-REB-FITV INTERET NOUVEL ABONNEMENT FIBRE
Achat;ACHAT-REBOND FITV;ACH-REB-FITV REFUS MIGRATION ADSL VERS ADSL
Achat;ACHAT-REBOND FITV;ACH-REB-FITV REFUS MIGRATION ADSL VERS FIBRE
Achat;ACHAT-REBOND FITV;ACH-REB-FITV REFUS MIGRATION FIBRE VERS FIBRE
Achat;ACHAT-REBOND FITV;ACH-REB-FITV REFUS NOUVEL ABONNEMENT ADSL
Achat;ACHAT-REBOND FITV;ACH-REB-FITV REFUS NOUVEL ABONNEMENT FIBRE
Achat;ACHAT-REBOND FITV;ACH-REB-FITV-ACCORD NOUVEL ABONNEMENT 5G FIXE
Achat;ACHAT-REBOND FITV;ACH-REB-FITV-CLIENT DÉJÀ DEMARCHE
Achat;ACHAT-REBOND FITV;ACH-REB-FITV-INTERET NOUVEL ABONNEMENT 5G FIXE
Achat;ACHAT-REBOND FITV;ACH-REB-FITV-MIGRATION FLYBOX VERS ADSL
Achat;ACHAT-REBOND FITV;ACH-REB-FITV-MIGRATION FLYBOX VERS FIBRE
Achat;ACHAT-REBOND FITV;ACH-REB-FITV-REFUS NOUVEL ABONNEMENT 5G FIXE
Achat;ACHAT-REBOND MOBILE;ACH-REB-MOB-ACCORD
Achat;ACHAT-REBOND MOBILE;ACH-REB-MOB-CLIENT DÉJÀ DEMARCHE
Achat;ACHAT-REBOND MOBILE;ACH-REB-MOB-INTERET
Achat;ACHAT-REBOND MOBILE;ACH-REB-MOB-REFUS
Achat;ACHAT-REBOND OM;ACH-REB-OM-ACCORD
Achat;ACHAT-REBOND OM;ACH-REB-OM-CLIENT DÉJÀ DEMARCHE
Achat;ACHAT-REBOND OM;ACH-REB-OM-INTERET
Achat;ACHAT-REBOND OM;ACH-REB-OM-REFUS
Achat;ACHAT-REBOND ORANGE ENERGIE;ACH-REB-OE-ACCORD
Achat;ACHAT-REBOND ORANGE ENERGIE;ACH-REB-OE-ACCORD
Achat;ACHAT-REBOND ORANGE ENERGIE;ACH-REB-OE-CLIENT DEJA DEMARCHE
Achat;ACHAT-REBOND ORANGE ENERGIE;ACH-REB-OE-CLIENT DEJA DEMARCHE
Achat;ACHAT-REBOND ORANGE ENERGIE;ACH-REB-OE-INTERET
Achat;ACHAT-REBOND ORANGE ENERGIE;ACH-REB-OE-INTERET
Achat;ACHAT-REBOND ORANGE ENERGIE;ACH-REB-OE-REFUS
Achat;ACHAT-REBOND ORANGE ENERGIE;ACH-REB-OE-REFUS
Achat;ACHAT-REBOND TERMINAUX;ACH-REB-TER-ACCORD
Achat;ACHAT-REBOND TERMINAUX;ACH-REB-TER-CLIENT DEJA DEMARCHE
Achat;ACHAT-REBOND TERMINAUX;ACH-REB-TER-INTERET
Achat;ACHAT-REBOND TERMINAUX;ACH-REB-TER-REFUS
Achat;ACHAT-SEDDO;ACH- SED- ACTIVATION NOUVEAU CLIENT
Achat;ACHAT-SEDDO;ACH-SED-ACTIVATION DANS PRETUPS
Achat;ACHAT-SEDDO;ACH-SED-ACTIVATION NOUVEAU CLIENT DANS PRETUPS
Achat;ACHAT-SEDDO;ACH-SED-CONDITIONS AGREMENT DISTRIBUTEUR
Achat;ACHAT-SEDDO;ACH-SED-DEMANDE D'INFO RATTACHEMENT,COMMISSION
Achat;ACHAT-SEDDO;ACH-SED-INFO OFFRE
Achat;ACHAT-SIM;ACH- SIM- ACTIVATION NOUVEAU CLIENT
Achat;ACHAT-USA-DAT-SMS;ACH-USA-DAT-MOB-PARAMETRAGE PREMIERE NAVIGATION
Achat;ACHAT-USA-DAT-SMS;ACH-USA-DAT-MOB-PARAMETRAGE PREMIERE NAVIGATION
Achat;ACHAT-XEWEUL;ACH-XEW-INFO OFFRE
Achat;ACH-B2W;ACH-B2W-DEMANDE D'INFORMATION (PRINCIPE,ELIGIBILITE)
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Client Suspendu
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoDv-Adresse mail FAL à changer
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoDv-Adresse mail FAL à rajouter
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoDv-Compte à créer dans RBS
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoDv-Compte à créer dans Sico
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoDv-Compte à modifier dans Gaia
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoDv-Compte à modifier dans Sico
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoDv-Compte SMM à créer dans Gaia
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoDv-Compte suspendu par erreur dans Sico
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoDv-Compte webmail à reconduire
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoDv-Config Rigth TV non conforme
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoDv-Contact mobile client méconnu
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoDv-Contact mobile FAL à changer
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoDv-Contact mobile FAL à rajouter
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoDv-Dossier FAL à supprimer 
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoDv-MC en cours à mettre en service
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoDv-Msv sans installation avec dossier actif dans GAIA
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoDv-Msv sans installation avec dossier résilié dans GAIA/Facturation frais
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoDv-ND absent dans Righ TV
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoDv-Nom client non conforme dans Right TV
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoDv-Nom du client non conforme dans Sico
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoDv-Numéro client à modifier dans Sico
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoDv-Numéro illimité demande non enregistrée dans Gaia
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoDv-Numéro illimité mal enregistré dans Gaia
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoDv-Numéro illimité méconnu non enregistré dans Gaia
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoDv-Numero service convergent à modifier dans Gaia
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoDv-Numero service convergent à modifier dans ZSMART
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoDv-Offre à modifier dans Sico
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoDv-Offre non conforme à la commande client
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoDv-Service FAL à rajouter
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoDv-Service TVO inactif dans Right TV
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoDv-SMM à résilier dans Sico
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoDv-VIACC non conforme
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_Ano-Numéro illimité connu non enregistré dans Gaia
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_Ano-Service TV à rajouter dans le dossier client
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoTech-Carte VIACC à livrer
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoTech-Crédit initiale non positionné
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoTech-Débit non conforme
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoTech-Décodeur à livrer/Service TVO actif dans GAIA
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoTech-Installation inachevée/Cablage non conforme
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoTech-Installation mal faite
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoTech-Installation TVO inachevée/ équipements livrés non installatés
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoTech-MC en cours à mettre en service
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoTech-Msv sans installation avec dossier actif dans GAIA
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoTech-ND absent dans zsmart
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoTech-Num illimité à modifier dans GAIA et dans ZSMART
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoTech-Num illimité à modifier dans Zsmart
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoTech-Numéros illimités à activer dans Zsmart
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoTech-Pass convergent non positionné dans Gaia
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoTech-Pass convergent non positionné dans ZSMART
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoTech-Poste téléphonique à livrer
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoTech-Profil Zsmart non conforme à l'offre du client
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Correction_AnoTech-Report crédit non effectif
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Dossier à confirmer avec le client
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Dossier client inactif
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Dossier conforme
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Drgt-Absence de synchro
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Drgt-Absence de tonalité
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Drgt-Instabilité connexion non résolue suite assistance
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Drgt-lenteurs de connexion non résolues suite assitance
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Drgt-Port non visible dans AMS/U2000
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Drgt-Souci connexion non résolu suite assistance
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Drgt-Souci émission
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Drgt-Souci émission/réception
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Drgt-Souci réception
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Drgt-Souci TVO non résolu suite assistance
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-Drgt-Valeurs optiques/Synchro à améliorer
Achat;ACH-BOUCLAGE CUIVRE;ACH-BOU-CUI-VIACC FICTIF DANS GAIA
Achat;ACH-BOUCLAGE FIBRE;ACH-BOU-CUI-Correction_AnoTech-ND absent dans zsmart
Achat;ACH-BOUCLAGE FIBRE;ACH-BOU-FIB-Client Suspendu
Achat;ACH-BOUCLAGE FIBRE;ACH-BOU-FIB-Correction_AnoDv-Adresse mail FAL à changer
Achat;ACH-BOUCLAGE FIBRE;ACH-BOU-FIB-Correction_AnoDv-Adresse mail FAL à rajouter
Achat;ACH-BOUCLAGE FIBRE;ACH-BOU-FIB-Correction_AnoDv-Compte à créer dans RBS
Achat;ACH-BOUCLAGE FIBRE;ACH-BOU-FIB-Correction_AnoDv-Compte à créer dans Sico
Achat;ACH-BOUCLAGE FIBRE;ACH-BOU-FIB-Correction_AnoDv-Compte à modifier dans Gaia
Achat;ACH-BOUCLAGE FIBRE;ACH-BOU-FIB-Correction_AnoDv-Compte à modifier dans Sico
Achat;ACH-BOUCLAGE FIBRE;ACH-BOU-FIB-Correction_AnoDv-Compte SMM à créer dans Gaia
Achat;ACH-BOUCLAGE FIBRE;ACH-BOU-FIB-Correction_AnoDv-Compte suspendu par erreur dans Sico
Achat;ACH-BOUCLAGE FIBRE;ACH-BOU-FIB-Correction_AnoDv-Compte webmail à reconduire
Achat;ACH-BOUCLAGE FIBRE;ACH-BOU-FIB-Correction_AnoDv-Config Rigth TV non conforme
Achat;ACH-BOUCLAGE FIBRE;ACH-BOU-FIB-Correction_AnoDv-Contact mobile client méconnu
Achat;ACH-BOUCLAGE FIBRE;ACH-BOU-FIB-Correction_AnoDv-Contact mobile FAL à changer
Achat;ACH-BOUCLAGE FIBRE;ACH-BOU-FIB-Correction_AnoDv-Contact mobile FAL à rajouter
Achat;ACH-BOUCLAGE FIBRE;ACH-BOU-FIB-Correction_AnoDv-Dossier FAL à supprimer 
Achat;ACH-BOUCLAGE FIBRE;ACH-BOU-FIB-Correction_AnoDv-MC en cours à mettre en service
Achat;ACH-BOUCLAGE FIBRE;ACH-BOU-FIB-Correction_AnoDv-Msv sans installation avec dossier actif dans GAIA
Achat;ACH-BOUCLAGE FIBRE;ACH-BOU-FIB-Correction_AnoDv-Msv sans installation avec dossier résilié dans GAIA/Facturation frais
Achat;ACH-BOUCLAGE FIBRE;ACH-BOU-FIB-Correction_AnoDv-ND absent dans Righ TV
Achat;ACH-BOUCLAGE FIBRE;ACH-BOU-FIB-Correction_AnoDv-Nom client non conforme dans Right TV
Achat;ACH-BOUCLAGE FIBRE;ACH-BOU-FIB-Correction_AnoDv-Nom du client non conforme dans Sico
Achat;ACH-BOUCLAGE FIBRE;ACH-BOU-FIB-Correction_AnoDv-Numéro client à modifier dans Sico
Achat;ACH-BOUCLAGE FIBRE;ACH-BOU-FIB-Correction_AnoDv-Numéro illimité demande non enregistrée dans Gaia
Achat;ACH-BOUCLAGE FIBRE;ACH-BOU-FIB-Correction_AnoDv-Numéro illimité mal enregistré dans Gaia
Achat;ACH-BOUCLAGE FIBRE;ACH-BOU-FIB-Correction_AnoDv-Numéro illimité méconnu non enregistré dans Gaia
Achat;ACH-BOUCLAGE FIBRE;ACH-BOU-FIB-Correction_AnoDv-Numero service convergent à modifier dans Gaia
Achat;ACH-BOUCLAGE FIBRE;ACH-BOU-FIB-Correction_AnoDv-Numero service convergent à modifier dans ZSMART
Achat;ACH-BOUCLAGE FIBRE;ACH-BOU-FIB-Correction_AnoDv-Offre à modifier dans Sico
Achat;ACH-BOUCLAGE FIBRE;ACH-BOU-FIB-Correction_AnoDv-Offre non conforme à la commande client
Achat;ACH-BOUCLAGE FIBRE;ACH-BOU-FIB-Correction_AnoDv-Service FAL à rajouter
Achat;ACH-BOUCLAGE FIBRE;ACH-BOU-FIB-Correction_AnoDv-Service TVO inactif dans Right TV
Achat;ACH-BOUCLAGE FIBRE;ACH-BOU-FIB-Correction_AnoDv-SMM à résilier dans Sico
Achat;ACH-BOUCLAGE FIBRE;ACH-BOU-FIB-Correction_AnoDv-VIACC non conforme
Achat;ACH-BOUCLAGE FIBRE;ACH-BOU-FIB-Correction_Ano-Numéro illimité connu non enregistré dans Gaia
